SKUs;qty;EcoTaxe;AMZ_BE;AMZ_BE_PrixPromo;AMZ_BE_DateDebut;AMZ_BE_DateFin;AMZ_DE;AMZ_DE_PrixPromo;AMZ_DE_DateDebut;AMZ_DE_DateFin;AMZ_ES;AMZ_ES_PrixPromo;AMZ_ES_DateDebut;AMZ_ES_DateFin;AMZ_FR;AMZ_FR_PrixPromo;AMZ_FR_DateDebut;AMZ_FR_DateFin;AMZ_IT;AMZ_IT_PrixPromo;AMZ_IT_DateDebut;AMZ_IT_DateFin;AMZ_Prime;AMZ_Prime_PrixPromo;AMZ_Prime_DateDebut;AMZ_Prime_DateFin;Cdiscount;Cdiscount_PrixPromo;Cdiscount_DateDebut;Cdiscount_DateFin;Cdiscount_FF;Cdiscount_FF_PrixPromo;Cdiscount_FF_DateDebut;Cdiscount_FF_DateFin;LeroyMerlin;LeroyMerlin_PrixPromo;LeroyMerlin_DateDebut;LeroyMerlin_DateFin;LeroyMerlin_FF;LeroyMerlin_FF_PrixPromo;LeroyMerlin_FF_DateDebut;LeroyMerlin_FF_DateFin;Mano_DE;Mano_DE_PrixPromo;Mano_DE_DateDebut;Mano_DE_DateFin;Mano_DE_FF;Mano_DE_FF_PrixPromo;Mano_DE_FF_DateDebut;Mano_DE_FF_DateFin;Mano_ES;Mano_ES_PrixPromo;Mano_ES_DateDebut;Mano_ES_DateFin;Mano_ES_FF;Mano_ES_FF_PrixPromo;Mano_ES_FF_DateDebut;Mano_ES_FF_DateFin;Mano_FR;Mano_FR_PrixPromo;Mano_FR_DateDebut;Mano_FR_DateFin;Mano_FR_FF;Mano_FR_FF_PrixPromo;Mano_FR_FF_DateDebut;Mano_FR_FF_DateFin;Mano_IT;Mano_IT_PrixPromo;Mano_IT_DateDebut;Mano_IT_DateFin;Mano_IT_FF;Mano_IT_FF_PrixPromo;Mano_IT_FF_DateDebut;Mano_IT_FF_DateFin;Mano_Pro;Mano_Pro_PrixPromo;Mano_Pro_DateDebut;Mano_Pro_DateFin;Mano_Pro_FF;Mano_Pro_FF_PrixPromo;Mano_Pro_FF_DateDebut;Mano_Pro_FF_DateFin;Autres;Autres_PrixPromo;Autres_DateDebut;Autres_DateFin;PxReference;Mano_Qte_1;Mano_Rmz_Qte_1;Mano_Qte_2;Mano_Rmz_Qte_2;Mano_Qte_3;Mano_Rmz_Qte_3;Cdiscount_CategoryCode;Cdiscount_Frais_BigParcelEco
8143;58;0;16.99;0;;;16.99;0;;;16.99;0;;;16.99;0;;;16.99;0;;;25.75;0;;;16.99;0;;;0;0;;;16.99;0;;;16.99;0;;;16.99;0;;;0;0;;;16.99;0;;;0;0;;;16.99;0;;;0;0;;;16.99;0;;;0;0;;;16.48;0;;;0;0;;;16.99;0;;;19.03;0;0;0;0;0;0;0D070701;
8144;20;0;6.99;0;;;6.99;0;;;6.99;0;;;6.99;0;;;6.99;0;;;14.81;0;;;6.99;0;;;0;0;;;6.99;0;;;6.99;0;;;6.99;0;;;0;0;;;6.99;0;;;0;0;;;6.99;0;;;0;0;;;6.99;0;;;0;0;;;6.78;0;;;0;0;;;6.99;0;;;7.82;0;0;0;0;0;0;0D070701;
8145;13;0;6.29;4.4;2025-07-01;2025-07-28;6.29;4.4;2025-07-01;2025-07-28;6.29;4.4;2025-07-01;2025-07-28;6.29;4.4;2025-06-25;2025-07-22;6.29;4.4;2025-07-01;2025-07-28;13.96;12.23;2025-06-25;2025-07-22;6.29;4.4;2025-06-25;2025-07-22;0;0;;;6.29;4.4;2025-06-25;2025-07-22;6.29;0;;;6.29;4.4;2025-07-01;2025-07-28;0;0;;;6.29;4.4;2025-07-01;2025-07-28;0;0;;;6.29;4.4;2025-06-25;2025-07-22;0;0;;;6.29;4.4;2025-07-01;2025-07-28;0;0;;;6.1;4.27;2025-06-25;2025-07-22;0;0;;;6.29;4.4;2025-06-25;2025-07-22;7.04;0;0;0;0;0;0;0D070701;
8147;0;0;13.99;0;;;13.99;0;;;13.99;0;;;13.99;0;;;13.99;0;;;21.66;0;;;13.99;0;;;0;0;;;13.99;0;;;13.99;0;;;13.99;0;;;0;0;;;13.99;0;;;0;0;;;13.99;0;;;0;0;;;13.99;0;;;0;0;;;13.57;0;;;0;0;;;13.99;0;;;15.83;0;0;0;0;0;0;0D070701;
8148;21;0;10.99;0;;;10.99;0;;;10.99;0;;;10.99;0;;;10.99;0;;;20.29;0;;;10.99;0;;;0;0;;;10.99;0;;;10.99;0;;;10.99;0;;;0;0;;;10.99;0;;;0;0;;;10.99;0;;;0;0;;;10.99;0;;;0;0;;;10.66;0;;;0;0;;;10.99;0;;;12.31;0;0;0;0;0;0;;
8181;30;0;16.99;0;;;16.99;0;;;16.99;0;;;16.99;0;;;16.99;0;;;24.66;0;;;16.99;0;;;0;0;;;16.99;0;;;16.99;0;;;16.99;0;;;0;0;;;16.99;0;;;0;0;;;16.99;0;;;0;0;;;16.99;0;;;0;0;;;16.48;0;;;0;0;;;16.99;0;;;19.03;0;0;0;0;0;0;0S093V01;
8182;9;0;44.9;0;;;44.9;0;;;44.9;0;;;44.9;0;;;44.9;0;;;52.57;0;;;44.9;0;;;0;0;;;44.9;0;;;44.9;0;;;44.9;0;;;0;0;;;44.9;0;;;0;0;;;44.9;0;;;0;0;;;44.9;0;;;0;0;;;43.55;0;;;0;0;;;44.9;0;;;50.29;0;0;0;0;0;0;0S093V01;
8183;69;0;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;12.66;0;;;4.99;0;;;0;0;;;4.99;0;;;4.99;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.84;0;;;0;0;;;4.99;0;;;5.59;0;0;0;0;0;0;0H0H0301;
8210;7;0;16.99;0;;;16.99;0;;;16.99;0;;;16.99;0;;;16.99;0;;;36.51;0;;;16.99;0;;;0;0;;;16.99;0;;;16.99;0;;;16.99;0;;;0;0;;;16.99;0;;;0;0;;;16.99;0;;;0;0;;;16.99;0;;;0;0;;;16.48;0;;;0;0;;;16.99;0;;;19.03;0;0;0;0;0;0;;
8231;0;0;115.99;0;;;115.99;0;;;115.99;0;;;115.99;0;;;115.99;0;;;124.19;0;;;115.99;0;;;0;0;;;115.99;0;;;115.99;0;;;115.99;0;;;0;0;;;115.99;0;;;0;0;;;115.99;0;;;0;0;;;115.99;0;;;0;0;;;112.51;0;;;0;0;;;115.99;0;;;129.91;0;0;0;0;0;0;;
8232;4;0.1;59.99;0;;;59.99;0;;;59.99;0;;;59.99;0;;;59.99;0;;;69.29;0;;;59.99;0;;;0;0;;;59.99;0;;;59.99;0;;;59.99;0;;;0;0;;;59.99;0;;;0;0;;;59.99;0;;;0;0;;;59.99;0;;;0;0;;;58.19;0;;;0;0;;;59.99;0;;;67.19;0;0;0;0;0;0;0D020401;
8263;2;0;19.99;13.99;2025-07-01;2025-07-28;19.99;13.99;2025-07-01;2025-07-28;19.99;13.99;2025-07-01;2025-07-28;19.99;13.99;2025-06-25;2025-07-22;19.99;13.99;2025-07-01;2025-07-28;27.66;21.82;2025-06-25;2025-07-22;19.99;13.99;2025-06-25;2025-07-22;0;0;;;19.99;13.99;2025-06-25;2025-07-22;19.99;0;;;19.99;13.99;2025-07-01;2025-07-28;0;0;;;19.99;13.99;2025-07-01;2025-07-28;0;0;;;19.99;13.99;2025-06-25;2025-07-22;0;0;;;19.99;13.99;2025-07-01;2025-07-28;0;0;;;19.39;13.57;2025-06-25;2025-07-22;0;0;;;19.99;13.99;2025-06-25;2025-07-22;22.39;0;0;0;0;0;0;010D0501;
8296;1;0;2.45;0;;;2.45;0;;;2.45;0;;;2.45;0;;;2.45;0;;;10.27;0;;;2.45;0;;;0;0;;;2.45;0;;;2.45;0;;;2.45;0;;;0;0;;;2.45;0;;;0;0;;;2.45;0;;;0;0;;;2.45;0;;;0;0;;;2.38;0;;;0;0;;;2.45;0;;;0;0;0;0;0;0;0;;
8304;294;0.05;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;40.81;0;;;32.99;0;;;0;0;;;32.99;0;;;32.99;0;;;32.99;0;;;39.99;0;;;32.99;0;;;39.99;0;;;32.99;0;;;39.99;0;;;32.99;0;;;39.99;0;;;32;0;;;38.79;0;;;32.99;0;;;36.95;0;0;0;0;0;0;16030801;
8326;10;0.1;19.99;13.99;2025-07-01;2025-07-28;19.99;13.99;2025-07-01;2025-07-28;19.99;13.99;2025-07-01;2025-07-28;19.99;13.99;2025-06-25;2025-07-22;19.99;13.99;2025-07-01;2025-07-28;27.66;21.82;2025-06-25;2025-07-22;19.99;13.99;2025-06-25;2025-07-22;0;0;;;19.99;13.99;2025-06-25;2025-07-22;19.99;0;;;19.99;13.99;2025-07-01;2025-07-28;0;0;;;19.99;13.99;2025-07-01;2025-07-28;0;0;;;19.99;13.99;2025-06-25;2025-07-22;0;0;;;19.99;13.99;2025-07-01;2025-07-28;0;0;;;19.39;13.57;2025-06-25;2025-07-22;0;0;;;19.99;13.99;2025-06-25;2025-07-22;0;0;0;0;0;0;0;0D050C01;
8567;19;0.49;15.99;0;;;15.99;0;;;15.99;0;;;15.99;0;;;15.99;0;;;23.66;0;;;15.99;0;;;0;0;;;15.99;0;;;15.99;0;;;15.99;0;;;0;0;;;15.99;0;;;0;0;;;15.99;0;;;0;0;;;15.99;0;;;0;0;;;15.51;0;;;0;0;;;15.99;0;;;17.9;0;0;0;0;0;0;0H0I1901;
8568;35;0;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;14.47;0;;;4.99;0;;;0;0;;;4.99;0;;;4.99;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.84;0;;;0;0;;;4.99;0;;;6.14;0;0;0;0;0;0;0S060C01;
8571;0;0.01;43.99;32.99;2025-07-01;2025-07-28;43.99;32.99;2025-07-01;2025-07-28;43.99;32.99;2025-07-01;2025-07-28;43.99;32.99;2025-06-25;2025-07-22;43.99;32.99;2025-07-01;2025-07-28;51.66;40.82;2025-06-25;2025-07-22;43.99;32.99;2025-06-25;2025-07-22;0;0;;;43.99;32.99;2025-06-25;2025-07-22;43.99;0;;;43.99;32.99;2025-07-01;2025-07-28;0;0;;;43.99;32.99;2025-07-01;2025-07-28;0;0;;;43.99;32.99;2025-06-25;2025-07-22;0;0;;;43.99;32.99;2025-07-01;2025-07-28;0;0;;;42.67;32;2025-06-25;2025-07-22;0;0;;;43.99;32.99;2025-06-25;2025-07-22;49.27;0;0;0;0;0;0;0H090901;
8581;0;0;19.99;0;;;19.99;0;;;19.99;0;;;19.99;0;;;19.99;0;;;39.1296;0;;;19.99;0;;;0;0;;;19.99;0;;;19.99;0;;;19.99;0;;;0;0;;;19.99;0;;;0;0;;;19.99;0;;;0;0;;;19.99;0;;;0;0;;;19.39;0;;;0;0;;;19.99;0;;;0;0;0;0;0;0;0;;
8595;31;0.05;12.99;0;;;12.99;0;;;12.99;0;;;12.99;0;;;12.99;0;;;20.66;0;;;12.99;0;;;0;0;;;12.99;0;;;12.99;0;;;12.99;0;;;0;0;;;12.99;0;;;0;0;;;12.99;0;;;0;0;;;12.99;0;;;0;0;;;12.6;0;;;0;0;;;12.99;0;;;14.54;0;0;0;0;0;0;120A0301;
8615;467;0.3;7.99;0;;;7.99;0;;;7.99;0;;;7.99;0;;;7.99;0;;;15.81;0;;;7.99;0;;;0;0;;;7.99;0;;;7.99;0;;;7.99;0;;;0;0;;;7.99;0;;;0;0;;;7.99;0;;;0;0;;;7.99;0;;;0;0;;;7.75;0;;;0;0;;;7.99;0;;;8.95;0;0;0;0;0;0;0D080O01;
8621;8;0;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;40.66;0;;;32.99;0;;;0;0;;;32.99;0;;;32.99;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32;0;;;0;0;;;32.99;0;;;36.95;0;0;0;0;0;0;0H090601;
8622;11;0;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;40.66;0;;;32.99;0;;;0;0;;;32.99;0;;;32.99;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32;0;;;0;0;;;32.99;0;;;36.95;0;0;0;0;0;0;0H090601;
8623;16;0;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;40.66;0;;;32.99;0;;;0;0;;;32.99;0;;;32.99;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32;0;;;0;0;;;32.99;0;;;36.95;0;0;0;0;0;0;0H090601;
8624;13;0;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;40.66;0;;;32.99;0;;;0;0;;;32.99;0;;;32.99;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32;0;;;0;0;;;32.99;0;;;36.95;0;0;0;0;0;0;0H090601;
8625;15;0;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;40.66;0;;;32.99;0;;;0;0;;;32.99;0;;;32.99;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32;0;;;0;0;;;32.99;0;;;36.95;0;0;0;0;0;0;0H090601;
8626;18;0;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;40.66;0;;;32.99;0;;;0;0;;;32.99;0;;;32.99;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32;0;;;0;0;;;32.99;0;;;36.95;0;0;0;0;0;0;0H090601;
8637;26;0;17.99;0;;;17.99;0;;;17.99;0;;;17.99;0;;;17.99;0;;;25.66;0;;;17.99;0;;;0;0;;;17.99;0;;;17.99;0;;;19.99;0;;;22.99;0;;;19.99;0;;;22.99;0;;;19.99;0;;;22.99;0;;;19.99;0;;;22.99;0;;;19.39;0;;;22.3;0;;;17.99;0;;;20.15;0;0;0;0;0;0;0S060G01;
8638;30;0;17.99;0;;;17.99;0;;;17.99;0;;;17.99;0;;;17.99;0;;;25.66;0;;;17.99;0;;;0;0;;;17.99;0;;;17.99;0;;;17.99;0;;;21.99;0;;;17.99;0;;;21.99;0;;;17.99;0;;;21.99;0;;;17.99;0;;;21.99;0;;;17.45;0;;;21.33;0;;;17.99;0;;;20.15;0;0;0;0;0;0;0S060G01;
8639;29;0;17.99;0;;;17.99;0;;;17.99;0;;;17.99;0;;;17.99;0;;;25.66;0;;;17.99;0;;;0;0;;;17.99;0;;;17.99;0;;;17.99;0;;;0;0;;;17.99;0;;;0;0;;;17.99;0;;;0;0;;;17.99;0;;;0;0;;;17.45;0;;;0;0;;;17.99;0;;;20.15;0;0;0;0;0;0;0S060G01;
8645;8;0;55.99;44.79;2025-07-01;2025-07-28;55.99;44.79;2025-07-01;2025-07-28;55.99;44.79;2025-07-01;2025-07-28;55.99;44.79;2025-06-25;2025-07-22;55.99;44.79;2025-07-01;2025-07-28;63.66;52.62;2025-06-25;2025-07-22;55.99;44.79;2025-06-25;2025-07-22;0;0;;;55.99;44.79;2025-06-25;2025-07-22;55.99;0;;;55.99;44.79;2025-07-01;2025-07-28;59.99;0;;;55.99;44.79;2025-07-01;2025-07-28;59.99;0;;;55.99;44.79;2025-06-25;2025-07-22;59.99;0;;;55.99;44.79;2025-07-01;2025-07-28;59.99;0;;;54.31;43.45;2025-06-25;2025-07-22;58.19;0;;;55.99;44.79;2025-06-25;2025-07-22;62.71;0;0;0;0;0;0;0D011101;
8661;12;0;39.99;0;;;39.99;0;;;39.99;0;;;39.99;0;;;39.99;0;;;47.66;0;;;39.99;0;;;0;0;;;39.99;0;;;39.99;0;;;39.99;0;;;0;0;;;39.99;0;;;0;0;;;39.99;0;;;0;0;;;39.99;0;;;0;0;;;38.79;0;;;0;0;;;39.99;0;;;44.78;0;0;0;0;0;0;0H090201;
8676;47;0;6.29;0;;;6.29;0;;;6.29;0;;;6.29;0;;;6.29;0;;;13.96;0;;;6.29;0;;;0;0;;;6.29;0;;;6.29;0;;;6.29;0;;;0;0;;;6.29;0;;;0;0;;;6.29;0;;;0;0;;;6.29;0;;;0;0;;;6.1;0;;;0;0;;;6.29;0;;;7.39;0;0;0;0;0;0;1C020601;
8678;48;0;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;12.81;0;;;4.99;0;;;0;0;;;4.99;0;;;4.99;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.84;0;;;0;0;;;4.99;0;;;5.59;0;0;0;0;0;0;0D0D0101;
8679;47;0;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;12.81;0;;;4.99;0;;;0;0;;;4.99;0;;;4.99;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.84;0;;;0;0;;;4.99;0;;;5.59;0;0;0;0;0;0;0D0D0101;
8680;37;0;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;12.81;0;;;4.99;0;;;0;0;;;4.99;0;;;4.99;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.84;0;;;0;0;;;4.99;0;;;5.59;0;0;0;0;0;0;0D0D0101;
8687;0;0;5.65;0;;;5.65;0;;;5.65;0;;;5.65;0;;;5.65;0;;;13.32;0;;;5.65;0;;;0;0;;;5.65;0;;;5.65;0;;;5.65;0;;;0;0;;;5.65;0;;;0;0;;;5.65;0;;;0;0;;;5.65;0;;;0;0;;;5.48;0;;;0;0;;;5.65;0;;;0;0;0;0;0;0;0;0F090501;
8714;14;0;61.99;52.69;2025-07-01;2025-07-28;61.99;52.69;2025-07-01;2025-07-28;61.99;52.69;2025-07-01;2025-07-28;61.99;52.69;2025-06-25;2025-07-22;61.99;52.69;2025-07-01;2025-07-28;70.19;61.06;2025-06-25;2025-07-22;61.99;52.69;2025-06-25;2025-07-22;0;0;;;61.99;52.69;2025-06-25;2025-07-22;61.99;0;;;61.99;52.69;2025-07-01;2025-07-28;0;0;;;61.99;52.69;2025-07-01;2025-07-28;0;0;;;61.99;52.69;2025-06-25;2025-07-22;0;0;;;61.99;52.69;2025-07-01;2025-07-28;0;0;;;60.13;51.11;2025-06-25;2025-07-22;0;0;;;61.99;52.69;2025-06-25;2025-07-22;69.43;0;0;0;0;0;0;0D011101;
8719;15;0.06;2.99;0;;;2.99;0;;;2.99;0;;;2.99;0;;;2.99;0;;;10.66;0;;;2.99;0;;;0;0;;;2.99;0;;;2.99;0;;;2.99;0;;;0;0;;;2.99;0;;;0;0;;;2.99;0;;;0;0;;;2.99;0;;;0;0;;;2.9;0;;;0;0;;;2.99;0;;;3.35;0;0;0;0;0;0;160A0101;
8720;19;0;3.99;0;;;3.99;0;;;3.99;0;;;3.99;0;;;3.99;0;;;11.66;0;;;3.99;0;;;0;0;;;3.99;0;;;3.99;0;;;3.99;0;;;0;0;;;3.99;0;;;0;0;;;3.99;0;;;0;0;;;3.99;0;;;0;0;;;3.87;0;;;0;0;;;3.99;0;;;4.46;0;0;0;0;0;0;160A0101;
8722;31;0.06;2.99;0;;;2.99;0;;;2.99;0;;;2.99;0;;;2.99;0;;;10.66;0;;;2.99;0;;;0;0;;;2.99;0;;;2.99;0;;;2.99;0;;;0;0;;;2.99;0;;;0;0;;;2.99;0;;;0;0;;;2.99;0;;;0;0;;;2.9;0;;;0;0;;;2.99;0;;;3.35;0;0;0;0;0;0;160A0101;
8749;11;0.12;4.99;3.99;2025-07-01;2025-07-28;4.99;3.99;2025-07-01;2025-07-28;4.99;3.99;2025-07-01;2025-07-28;4.99;3.99;2025-06-25;2025-07-22;4.99;3.99;2025-07-01;2025-07-28;12.66;11.82;2025-06-25;2025-07-22;4.99;3.99;2025-06-25;2025-07-22;0;0;;;4.99;3.99;2025-06-25;2025-07-22;4.99;0;;;4.99;3.99;2025-07-01;2025-07-28;0;0;;;4.99;3.99;2025-07-01;2025-07-28;0;0;;;4.99;3.99;2025-06-25;2025-07-22;0;0;;;4.99;3.99;2025-07-01;2025-07-28;0;0;;;4.84;3.87;2025-06-25;2025-07-22;0;0;;;4.99;3.99;2025-06-25;2025-07-22;5.59;0;0;0;0;0;0;0C0B0201;
8750;38;0;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;12.66;0;;;4.99;0;;;0;0;;;4.99;0;;;4.99;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.84;0;;;0;0;;;4.99;0;;;5.59;0;0;0;0;0;0;0C0B0201;
8774;0;0;17.99;13.49;2025-07-01;2025-07-28;17.99;13.49;2025-07-01;2025-07-28;17.99;13.49;2025-07-01;2025-07-28;17.99;13.49;2025-06-25;2025-07-22;17.99;13.49;2025-07-01;2025-07-28;25.66;21.32;2025-06-25;2025-07-22;17.99;13.49;2025-06-25;2025-07-22;0;0;;;17.99;13.49;2025-06-25;2025-07-22;17.99;0;;;17.99;13.49;2025-07-01;2025-07-28;0;0;;;17.99;13.49;2025-07-01;2025-07-28;0;0;;;17.99;13.49;2025-06-25;2025-07-22;0;0;;;17.99;13.49;2025-07-01;2025-07-28;0;0;;;17.45;13.09;2025-06-25;2025-07-22;0;0;;;17.99;13.49;2025-06-25;2025-07-22;20.15;0;0;0;0;0;0;0C0B0901;
8788;40;0.05;10.99;0;;;10.99;0;;;10.99;0;;;10.99;0;;;10.99;0;;;18.66;0;;;10.99;0;;;18.99;13.29;2025-06-25;2025-07-22;10.99;0;;;10.99;0;;;10.99;0;;;0;0;;;10.99;0;;;0;0;;;10.99;0;;;0;0;;;10.99;0;;;0;0;;;10.66;0;;;0;0;;;10.99;0;;;12.31;0;0;0;0;0;0;0G010401;
8801;1;0;39.99;27.99;2025-07-01;2025-07-28;39.99;27.99;2025-07-01;2025-07-28;39.99;27.99;2025-07-01;2025-07-28;39.99;27.99;2025-06-25;2025-07-22;39.99;27.99;2025-07-01;2025-07-28;47.66;35.82;2025-06-25;2025-07-22;39.99;27.99;2025-06-25;2025-07-22;0;0;;;39.99;27.99;2025-06-25;2025-07-22;39.99;0;;;39.99;27.99;2025-07-01;2025-07-28;0;0;;;39.99;27.99;2025-07-01;2025-07-28;0;0;;;39.99;27.99;2025-06-25;2025-07-22;0;0;;;39.99;27.99;2025-07-01;2025-07-28;0;0;;;38.79;27.15;2025-06-25;2025-07-22;0;0;;;39.99;27.99;2025-06-25;2025-07-22;44.79;0;0;0;0;0;0;0D081101;
8832;344;0.06;29.99;0;;;29.99;0;;;29.99;0;;;29.99;0;;;29.99;0;;;37.81;0;;;29.99;0;;;0;0;;;29.99;0;;;29.99;0;;;29.99;0;;;35.99;30.59;2025-07-01;2025-07-28;29.99;0;;;35.99;30.59;2025-07-01;2025-07-28;29.99;0;;;35.99;30.59;2025-06-25;2025-07-22;29.99;0;;;35.99;30.59;2025-07-01;2025-07-28;29.09;0;;;34.91;29.67;2025-06-25;2025-07-22;29.99;0;;;33.59;0;0;0;0;0;0;0D011401;
8837;391;0.06;6.99;0;;;6.99;0;;;6.99;0;;;6.99;0;;;6.99;0;;;14.66;0;;;6.99;0;;;0;0;;;6.99;0;;;6.99;0;;;6.99;0;;;0;0;;;6.99;0;;;0;0;;;6.99;0;;;0;0;;;6.99;0;;;0;0;;;6.78;0;;;0;0;;;6.99;0;;;7.82;2;2;4;4;6;6;0D011401;
8838;385;0.06;8.99;0;;;8.99;0;;;8.99;0;;;8.99;0;;;8.99;0;;;16.66;0;;;8.99;0;;;0;0;;;8.99;0;;;8.99;0;;;8.99;0;;;0;0;;;8.99;0;;;0;0;;;8.99;0;;;0;0;;;8.99;0;;;0;0;;;8.72;0;;;0;0;;;8.99;0;;;10.07;2;2;4;4;6;6;0D011401;
8839;15;0.06;9.99;0;;;9.99;0;;;9.99;0;;;9.99;0;;;9.99;0;;;17.66;0;;;9.99;0;;;0;0;;;9.99;0;;;9.99;0;;;9.99;0;;;0;0;;;9.99;0;;;0;0;;;9.99;0;;;0;0;;;9.99;0;;;0;0;;;9.69;0;;;0;0;;;9.99;0;;;11.18;2;2;4;4;6;6;0D011401;
8840;896;0.06;10.99;7.69;2025-07-01;2025-07-28;10.99;7.69;2025-07-01;2025-07-28;10.99;7.69;2025-07-01;2025-07-28;10.99;7.69;2025-06-25;2025-07-22;10.99;7.69;2025-07-01;2025-07-28;18.66;15.52;2025-06-25;2025-07-22;10.99;0;;;12.99;11.04;2025-06-25;2025-07-22;10.99;7.69;2025-06-25;2025-07-22;10.99;0;;;10.99;0;;;12.99;11.69;2025-07-01;2025-07-28;10.99;0;;;12.99;11.69;2025-07-01;2025-07-28;10.99;0;;;12.99;11.69;2025-06-25;2025-07-22;10.99;0;;;12.99;11.69;2025-07-01;2025-07-28;10.66;0;;;12.6;11.34;2025-06-25;2025-07-22;10.99;7.69;2025-06-25;2025-07-22;12.31;0;0;0;0;0;0;0D011401;
8841;0;0.06;6.99;0;;;6.99;0;;;6.99;0;;;6.99;0;;;6.99;0;;;14.66;0;;;6.99;0;;;0;0;;;6.99;0;;;6.99;0;;;6.99;0;;;9.99;0;;;6.99;0;;;9.99;0;;;6.99;0;;;9.99;0;;;6.99;0;;;9.99;0;;;6.78;0;;;9.69;0;;;6.99;0;;;7.82;0;0;0;0;0;0;0D011401;
8842;194;0.06;8.99;0;;;8.99;0;;;8.99;0;;;8.99;0;;;8.99;0;;;16.66;0;;;8.99;0;;;0;0;;;8.99;0;;;8.99;0;;;8.99;0;;;0;0;;;8.99;0;;;0;0;;;8.99;0;;;0;0;;;8.99;0;;;0;0;;;8.72;0;;;0;0;;;8.99;0;;;10.07;3;3;6;5;9;8;0D011401;
8843;127;0.06;9.99;0;;;9.99;0;;;9.99;0;;;9.99;0;;;9.99;0;;;17.66;0;;;9.99;0;;;0;0;;;9.99;0;;;9.99;0;;;9.99;0;;;0;0;;;9.99;0;;;0;0;;;9.99;0;;;0;0;;;9.99;0;;;0;0;;;9.69;0;;;0;0;;;9.99;0;;;11.18;3;3;6;5;9;8;0D011401;
8844;118;0.06;11.99;0;;;11.99;0;;;11.99;0;;;11.99;0;;;11.99;0;;;19.81;0;;;11.99;0;;;0;0;;;11.99;0;;;11.99;0;;;11.99;0;;;0;0;;;11.99;0;;;0;0;;;11.99;0;;;0;0;;;11.99;0;;;0;0;;;11.63;0;;;0;0;;;11.99;0;;;13.43;2;2;4;4;6;6;0D011401;
8851;94;0;3.19;0;;;3.19;0;;;3.19;0;;;3.19;0;;;3.19;0;;;10.86;0;;;3.19;0;;;0;0;;;3.19;0;;;3.19;0;;;3.19;0;;;0;0;;;3.19;0;;;0;0;;;3.19;0;;;0;0;;;3.19;0;;;0;0;;;3.09;0;;;0;0;;;3.19;0;;;3.58;0;0;0;0;0;0;16060D01;
8852;77;0;3.99;0;;;3.99;0;;;3.99;0;;;3.99;0;;;3.99;0;;;11.66;0;;;3.99;0;;;0;0;;;3.99;0;;;3.99;0;;;3.99;0;;;0;0;;;3.99;0;;;0;0;;;3.99;0;;;0;0;;;3.99;0;;;0;0;;;3.87;0;;;0;0;;;3.99;0;;;4.46;0;0;0;0;0;0;16060D01;
